title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
Thubten Zopa Rinpoche,109958,7,"FPMT states that, ""under Rinpoche’s guidance, FPMT plans to build two large statues of the future Buddha, Maitreya, in Bodhgaya and Kushinagar in India; The Sera Je Food Fund, which offers three vegetarian meals a day to all 2,500 monks studying at Sera Je Monastery in south India; Animal Liberation events around the world, at which creatures, big and small, are freed from immediate harm or blessed every year– the total number of animals liberated to date (by Lama Zopa Rinpoche or those inspired by him) is over 200,000,000 and counting!""",delete,[],5,0.8,4,10,#,-1
Thubten Zopa Rinpoche,109958,8,Lama Zopa Rinpoches's books are published by Wisdom Publications and Lama Yeshe Wisdom Archive.,rephrase,"[""Zopa's books are published by Wisdom Publications.""]",5,0.9,5,10,#,-1
Thubten Zopa Rinpoche,109958,9,Free transcripts of some of his teachings are available from the Lama Yeshe Wisdom Archive.,rephrase,['Free books and a vast online collection of his teachings are available from the Lama Yeshe Wisdom Archive.'],6,1.0,5,10,#,-1
Thomas Kuhn,110185,0,"Thomas Samuel Kuhn ( ; July 18, 1922 – June 17, 1996) was an American philosopher of science whose 1962 book ""The Structure of Scientific Revolutions"" was influential in both academic and popular circles, introducing the term ""paradigm shift"", which has since become an English-language idiom.",dsplit,"['Thomas Kuhn (1922-1996) was an American physicist, and philosopher of science.', 'He introduced the idea of paradigm shift.']",0,0.5,3,2,Thomas Kuhn wrote a book about the world in 1962.,1
Thomas Kuhn,110185,1,"Kuhn's work has been extensively used in social science; for instance, in the post-positivist/positivist debate within International Relations.",delete,[],2,1.0,5,2,#,-1
PZL-102 Kos,110279,0,"The PZL-102 Kos (""blackbird"") is a Polish two-seat touring and training monoplane designed and built by PZL.",rephrase,['The PZL 102 Kos is a Polish training and sport light aircraft.'],0,1.0,5,1,"The PZL- Julius Kos (""blackbird"" in Poland) is a two-seat touring and trainingcentlane designed and built by the Polish machinery company PzL.",1
Bradford City A.F.C.,110528,0,"Bradford City Association Football Club is a professional football club in Bradford, West Yorkshire, England.",ssplit,"['Bradford City A.F.C. is an English football club.', 'They are based in Bradford, West Yorkshire.']",0,0.5,3,2,"Bradford City Association Football Club is a professional football club in Bradford, England.",1
Bradford City A.F.C.,110528,1,"The team compete in League Two, the fourth tier of the English football league system.",delete,[],2,1.0,5,2,#,-1
Frýdlant,110600,0,"Frýdlant, sometimes cited also as Frýdlant v Čechách (] ; ) is a town in the Liberec District of the Liberec Region in the Czech Republic.",rephrase,"['Frýdlant (-Czech, German: ""Friedland"") is a town in the Czech Republic.']",0,0.25,2,4,Fry Legion can be found in the Liberec District of the Czech Republic.,1
Frýdlant,110600,1,"The town is located in the north of the historic Bohemia region, close to the border with Poland.",rephrase,['It is located in the north of the historical region Bohemia.'],1,0.5,3,4,#,-1
Frýdlant,110600,2,"It is situated in the northern foothills (""Frýdlantská pahorkatina"") of the Jizera Mountains, on the Smědá river.",delete,[],2,0.75,4,4,#,-1
Frýdlant,110600,3,"The population of the town is about 7,500.",rephrase,"['About 7,600 people live there.']",2,1.0,5,4,#,-1
Venus (disambiguation),110943,0,"Venus is a planet in the Solar System, named after Venus (mythology), the Ancient Roman goddess of love.",rephrase,['Venus is a planet in the Solar System.'],0,1.0,5,1,"Venus is a planet in the solar System. It is named after Venus, the Ancient Roman goddess of love.",2
Tawakkol Karman,111015,0,"Tawakkul Abdul-Salam Karman ( ""Tawakkul 'Abd us-Salām Khalid Karmān""; also Romanized ""Tawakul"", ""Tawakel"") (born 7 February 1979) is a Yemeni journalist, politician, and human rights activist.",rephrase,"['Tawakel Karman (born 7 February 1979) came to international attention as a leader in the 2011 Yemeni uprising, part of the Arab Spring.']",0,0.0555555555555555,1,18,"""Tawakkul Abdul-Salam Karman"" is a journalist and activist in Yemen.",1
Tawakkol Karman,111015,1,"She leads the group ""Women Journalists Without Chains,"" which she co-founded in 2005.",rephrase,"['She is one of the people who started the group ""Women Journalists Without Chains"".']",1,0.1111111111111111,1,18,#,-1
Tawakkol Karman,111015,2,She became the international public face of the 2011 Yemeni uprising that is part of the Arab Spring uprisings.,delete,[],2,0.1666666666666666,1,18,#,-1
Tawakkol Karman,111015,3,"In 2011, she was reportedly called the ""Iron Woman"" and ""Mother of the Revolution"" by some Yemenis.",rephrase,"['Yemenis have called her ""Iron Woman"" and ""Mother of the Revolution.""']",2,0.2222222222222222,2,18,#,-1
Tawakkol Karman,111015,4,"She is a co-recipient of the 2011 Nobel Peace Prize, becoming the first Yemeni, the first Arab woman, and the second Muslim woman to win a Nobel Prize.",ssplit,"['She won the 2011 Nobel Peace Prize with two other women.', 'She is the first Yemeni and the first Arab woman to win the prize.', 'She is the second Muslim woman to win any Nobel Prize and the youngest Nobel Peace Laureate.']",3,0.2777777777777778,2,18,#,-1
Tawakkol Karman,111015,5,"Karman gained prominence in her country after 2005 in her roles as a Yemeni journalist and an advocate for a mobile phone news service denied a license in 2007, after which she led protests for press freedom.",dsplit,"['She became well known in Yemen after 2005.', 'As a journalist, she helped a mobile phone news service after the government did not give them a license.']",6,0.3333333333333333,2,18,#,-1
Tawakkol Karman,111015,6,She organized weekly protests after May 2007 expanding the issues for reform.,rephrase,['She led protests for press freedom and organized weekly protests for reform.'],8,0.3888888888888889,2,18,#,-1
Tawakkol Karman,111015,7,"She redirected the Yemeni protests to support the ""Jasmine Revolution,"" as she calls the Arab Spring, after the Tunisian people overthrew the government of Zine El Abidine Ben Ali in January 2011.",rephrase,['She lead the Yemini protests to support the Arab Spring after the Tunisian people overthrew the government of Zine El Abidine Ben Ali in January 2011.'],9,0.4444444444444444,3,18,#,-1
Tawakkol Karman,111015,8,She has been a vocal opponent who has called for the end of President Ali Abdullah Saleh's regime.,rephrase,['She has opposed President Ali Abdullah Saleh and thinks he should not be president any longer.'],10,0.5,3,18,#,-1
Tawakkol Karman,111015,9,"Nobel Laureate Tawakkol Karman was born on 7 February 1979 in Shara'b As Salam, Taiz Governorate, Yemen.",delete,[],11,0.5555555555555556,3,18,#,-1
Tawakkol Karman,111015,10,"She grew up near Taiz, which is the third largest city in Yemen and is described as a place of learning in a conservative country.",delete,[],11,0.6111111111111112,4,18,#,-1
Tawakkol Karman,111015,11,She studied in Taiz.,delete,[],11,0.6666666666666666,4,18,#,-1
Tawakkol Karman,111015,12,"She is the daughter of Abdel Salam Karman, a lawyer and politician, who once served and later resigned as Legal Affairs Minister in Ali Abdullah Saleh's government.",delete,[],11,0.7222222222222222,4,18,#,-1
Tawakkol Karman,111015,13,"She is the sister of Tariq Karman, who is a poet, and Safa Karman, who is a lawyer the first Yemeni citizen to graduate from Harvard Law School.",delete,[],11,0.7777777777777778,4,18,#,-1
Tawakkol Karman,111015,14,"Safa is also a journalist and works as a journalist for ""Al-Jazeera"".",delete,[],11,0.8333333333333334,5,18,#,-1
Tawakkol Karman,111015,15,She is married to Mohammed al-Nahmi and is the mother of three children.,rephrase,['She is married to Mohammed al-Nahmi'],11,0.8888888888888888,5,18,#,-1
Tawakkol Karman,111015,16,"Karman earned an undergraduate degree in commerce from the University of Science and Technology, a graduate degree in political science from the University of Sana'a.",ssplit,"[""Karman earned a college degree in commerce from the University of Science and Technology, Sana'a."", ""She also completed a graduate degree in political science from the University of Sana'a.""]",12,0.9444444444444444,5,18,#,-1
Tawakkol Karman,111015,17,"In 2012, she received an Honorary Doctorate in International Law from University of Alberta in Canada.",delete,[],14,1.0,5,18,#,-1
Financial Services (constituency),111245,0,The Financial Services functional constituency is a functional constituency in the elections for the Legislative Council of Hong Kong first created in 1991.,rephrase,"['The Financial Services, is a functional constituency in the elections for the Legislative Council of Hong Kong first created in 1998.']",0,0.3333333333333333,2,3,,3
Financial Services (constituency),111245,1,The constituency is composed of 580 financial services participants.,rephrase,['The constituency is composed of the members of the associations in the Financial Services Industry.'],1,0.6666666666666666,4,3,#,-1
Financial Services (constituency),111245,2,"These are, specifically, members of the Chinese Gold and Silver Exchange Society entitled to vote at general meetings, and participants of other exchange societies.",delete,[],2,1.0,5,3,#,-1
Erstfeld,111402,0,Erstfeld is a municipality in the canton of Uri in Switzerland.,ignore,['Erstfeld is a municipality in the canton of Uri in Switzerland.'],0,0.3333333333333333,2,3,Erstfeld is a town in Switzerland.,1
Erstfeld,111402,1,"Erstfeld has an area, as of 2006 , of 59.2 km2 .",rephrase,['It has an area of 59.20 km2.'],1,0.6666666666666666,4,3,#,-1
Erstfeld,111402,2,"Of this area, 11.7% is used for agricultural purposes, while 29.2% is forested.",delete,[],2,1.0,5,3,#,-1
Armenia Time,111481,0,Armenia Time (AMT) is a time zone used in Armenia.,rephrase,['Armenia Time (AMT) is the standard time that is used in Armenia.'],0,0.5,3,2,AMT is a time zone used in Armenia.,0
Armenia Time,111481,1,Armenia Time is four hours ahead of UTC at .,delete,[],1,1.0,5,2,#,-1
Bill Monbouquette,111492,0,"William Charles Monbouquette (August 11, 1936 – January 25, 2015) was an American Major League Baseball (MLB) right-handed pitcher.",rephrase,"['William Charles Monbouquette (August 11, 1936 – January 25, 2015) was an American professional baseball pitcher.']",0,0.2,1,5,"Charles Monbouquette (August 11, 1936 – January 25, 2015) was a pitcher in the American Major League Baseball (MLB). He was a right-handed pitcher.",2
Bill Monbouquette,111492,1,"He pitched for the Boston Red Sox (1958–65), Detroit Tigers (1966–67), New York Yankees (1967–68), and the San Francisco Giants (1968).",rephrase,"['He played in Major League Baseball (MLB) for the Boston Red Sox (1958–1965), Detroit Tigers (1966–1967), New York Yankees (1967–1968), and the San Francisco Giants (1968).']",1,0.4,2,5,#,-1
Bill Monbouquette,111492,2,He was an All-Star for three seasons of his 11-year major league career.,delete,[],2,0.6,3,5,#,-1
Bill Monbouquette,111492,3,"Monbouquette died on January 25, 2015, aged 78 at Brigham and Women's Hospital in Medford Massachusetts.",rephrase,"['Monbouquette died on January 25, 2015 in Gloucester, Massachusetts, aged 78.']",2,0.8,4,5,#,-1
Bill Monbouquette,111492,4,"He was buried in Oak Grove Cemetery, Medford, Massachusetts.",delete,[],3,1.0,5,5,#,-1
Maastricht Treaty,111511,0,"While the current version of the TEU entered into force in 2009, following the Treaty of Lisbon (2007), the older form of the same document was implemented by the Treaty of Maastricht (1992).",rephrase,"['European integration went even further with the Treaty of Lisbon, which was signed in 2007 and became effective in December 2009.']",0,0.3333333333333333,2,3,,3
Maastricht Treaty,111511,1,"The signing of the Treaty of Maastricht took place in Maastricht, Netherlands, on 7 February 1992.",rephrase,"['The Treaty of Maastricht was a treaty signed between European countries, in the Dutch city of Maastricht, in 1992.']",1,0.6666666666666666,4,3,#,-1
Maastricht Treaty,111511,2,"The Dutch government, by virtue of holding Presidency of the Council of the European Union during the negotiations in the second half of 1991, arranged a ceremony inside the government buildings of the Limburg province on the river Maas (Meuse).",delete,[],2,1.0,5,3,#,-1
Anglards-de-Saint-Flour,111601,0,Anglards-de-Saint-Flour is a commune in the Cantal department in the Auvergne region in south-central France.,ssplit,"['Anglards-de-Saint-Flour is a commune.', 'It is in the Cantal department.']",0,1.0,5,1,Anglards-de- Saint-Flour is a commune in south-central France.,1
